Date,"3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","30 Yr"
07/10/1991,5.75,5.96,6.28,6.97,7.47,8.00,8.23,8.35,8.53
07/09/1991,5.76,5.97,6.31,7.00,7.46,8.02,8.27,8.36,8.53
07/08/1991,5.75,5.94,6.36,7.00,7.48,8.00,8.25,8.34,8.51
07/05/1991,5.76,5.97,6.40,7.04,7.48,8.01,8.23,8.34,8.49
07/03/1991,5.73,5.96,6.39,6.97,7.40,7.92,8.15,8.26,8.42
07/02/1991,5.75,5.99,6.41,7.00,7.41,7.95,8.18,8.27,8.44
07/01/1991,5.76,5.99,6.38,6.97,7.39,7.93,8.17,8.26,8.44
06/28/1991,5.71,5.95,6.32,6.90,7.33,7.90,8.14,8.24,8.42
06/27/1991,5.73,6.00,6.35,7.00,7.43,7.97,8.21,8.32,8.49
06/26/1991,5.73,6.02,6.38,7.01,7.46,7.98,8.23,8.33,8.51
06/25/1991,5.75,6.03,6.39,7.04,7.45,7.99,8.22,8.33,8.51
06/24/1991,5.75,6.04,6.38,6.96,7.45,7.98,8.21,8.33,8.51
06/21/1991,5.75,6.02,6.37,6.94,7.41,7.95,8.20,8.32,8.51
06/20/1991,5.74,6.00,6.34,6.87,7.36,7.91,8.17,8.30,8.48
06/19/1991,5.74,6.02,6.37,6.95,7.41,7.97,8.21,8.33,8.52
06/18/1991,5.80,6.06,6.41,7.00,7.45,7.97,8.20,8.32,8.52
06/17/1991,5.78,6.08,6.38,7.02,7.43,7.96,8.19,8.30,8.49
06/14/1991,5.77,6.05,6.37,7.02,7.43,7.94,8.17,8.29,8.47
06/13/1991,5.76,6.08,6.40,7.08,7.47,8.00,8.24,8.34,8.53
06/12/1991,5.73,6.07,6.43,7.08,7.48,8.02,8.25,8.36,8.55
06/11/1991,5.74,6.05,6.39,6.99,7.42,7.96,8.19,8.29,8.48
06/10/1991,5.77,6.04,6.40,7.01,7.42,7.95,8.19,8.29,8.48
06/07/1991,5.74,6.01,6.39,6.98,7.43,7.96,8.18,8.29,8.48
06/06/1991,5.74,5.98,6.29,6.86,7.31,7.89,8.12,8.23,8.42
06/05/1991,5.76,6.00,6.28,6.83,7.26,7.84,8.07,8.19,8.39
06/04/1991,5.74,5.98,6.26,6.79,7.22,7.80,8.02,8.14,8.34
06/03/1991,5.79,6.00,6.27,6.79,7.21,7.80,8.01,8.14,8.34
05/31/1991,5.71,5.94,6.16,6.68,7.10,7.69,7.92,8.06,8.26
05/30/1991,5.62,5.87,6.13,6.60,7.03,7.63,7.89,8.02,8.22
05/29/1991,5.62,5.87,6.11,6.61,7.06,7.66,7.92,8.07,8.29
05/28/1991,5.59,5.87,6.12,6.66,7.07,7.66,7.93,8.07,8.28
05/24/1991,5.57,5.88,6.11,6.69,7.10,7.68,7.97,8.10,8.31
05/23/1991,5.57,5.88,6.13,6.74,7.10,7.71,7.96,8.10,8.31
05/22/1991,5.63,5.91,6.15,6.77,7.10,7.72,7.95,8.06,8.28
05/21/1991,5.67,5.92,6.18,6.84,7.13,7.74,7.95,8.06,8.26
05/20/1991,5.63,5.88,6.20,6.86,7.16,7.78,7.98,8.10,8.30
05/17/1991,5.57,5.83,6.16,6.86,7.14,7.77,7.98,8.08,8.28
05/16/1991,5.57,5.84,6.15,6.84,7.12,7.77,7.99,8.12,8.33
05/15/1991,5.62,5.86,6.13,6.84,7.12,7.77,8.02,8.13,8.34
05/14/1991,5.66,5.88,6.12,6.86,7.13,7.78,8.02,8.14,8.36
05/13/1991,5.65,5.86,6.11,6.84,7.13,7.72,7.96,8.07,8.27
05/10/1991,5.65,5.88,6.13,6.87,7.17,7.76,8.00,8.12,8.33
05/09/1991,5.65,5.89,6.13,6.84,7.12,7.68,7.92,8.02,8.21
05/08/1991,5.67,5.90,6.14,6.84,7.12,7.68,7.92,8.04,8.24
05/07/1991,5.67,5.91,6.15,6.82,7.10,7.67,7.92,8.06,8.24
05/06/1991,5.64,5.85,6.11,6.82,7.16,7.67,7.91,8.05,8.23
05/03/1991,5.64,5.83,6.10,6.80,7.16,7.67,7.91,8.04,8.22
05/02/1991,5.63,5.82,6.06,6.76,7.11,7.59,7.84,7.97,8.14
05/01/1991,5.71,5.84,6.09,6.80,7.14,7.63,7.87,8.01,8.18
04/30/1991,5.68,5.83,6.06,6.80,7.15,7.63,7.88,8.02,8.20
04/29/1991,5.77,5.98,6.22,6.90,7.22,7.70,7.93,8.07,8.23
04/26/1991,5.79,5.99,6.21,6.89,7.23,7.68,7.93,8.06,8.22
04/25/1991,5.78,5.96,6.19,6.93,7.22,7.70,7.95,8.07,8.24
04/24/1991,5.84,5.99,6.23,6.95,7.25,7.73,7.93,8.06,8.22
04/23/1991,5.89,6.03,6.28,7.05,7.28,7.78,7.99,8.12,8.28
04/22/1991,5.87,6.01,6.32,7.07,7.29,7.83,8.02,8.15,8.30
04/19/1991,5.93,6.04,6.31,7.03,7.27,7.80,7.99,8.10,8.24
04/18/1991,5.84,5.98,6.34,6.99,7.24,7.74,7.92,8.02,8.18
04/17/1991,5.73,5.89,6.20,6.90,7.17,7.64,7.83,7.95,8.11
04/16/1991,5.79,5.95,6.23,6.92,7.20,7.66,7.85,7.97,8.13
04/15/1991,5.77,5.96,6.22,6.90,7.17,7.64,7.84,7.95,8.12
04/12/1991,5.68,5.89,6.14,6.88,7.18,7.64,7.86,7.98,8.16
04/11/1991,5.74,5.91,6.23,6.95,7.25,7.74,7.97,8.09,8.27
04/10/1991,5.79,5.97,6.28,7.02,7.31,7.75,7.98,8.10,8.27
04/09/1991,5.79,5.95,6.23,6.94,7.23,7.68,7.93,8.03,8.20
04/08/1991,5.83,5.97,6.21,6.91,7.21,7.63,7.88,7.98,8.16
04/05/1991,5.89,6.01,6.24,6.92,7.20,7.65,7.89,7.99,8.18
04/04/1991,5.92,6.03,6.24,6.94,7.22,7.67,7.90,8.00,8.19
04/03/1991,5.95,6.06,6.28,6.99,7.27,7.71,7.94,8.05,8.24
04/02/1991,5.95,6.05,6.26,6.97,7.24,7.68,7.92,8.03,8.22
04/01/1991,5.94,6.04,6.27,7.01,7.30,7.74,7.97,8.07,8.25
03/28/1991,5.92,6.05,6.28,7.02,7.30,7.73,7.96,8.05,8.24
03/27/1991,5.99,6.08,6.33,7.07,7.36,7.76,7.99,8.08,8.26
03/26/1991,6.05,6.14,6.39,7.16,7.40,7.84,8.04,8.13,8.31
03/25/1991,6.07,6.17,6.35,7.14,7.39,7.83,8.03,8.13,8.32
03/22/1991,6.06,6.16,6.37,7.13,7.39,7.82,8.03,8.13,8.33
03/21/1991,6.06,6.15,6.39,7.13,7.40,7.82,8.04,8.16,8.34
03/20/1991,6.07,6.18,6.44,7.20,7.46,7.88,8.09,8.20,8.37
03/19/1991,6.08,6.23,6.48,7.22,7.48,7.93,8.14,8.25,8.42
03/18/1991,6.03,6.13,6.36,7.09,7.35,7.79,8.04,8.15,8.34
03/15/1991,5.98,6.10,6.30,7.01,7.26,7.73,7.98,8.10,8.30
03/14/1991,5.94,6.04,6.26,6.95,7.19,7.64,7.90,8.02,8.20
03/13/1991,6.02,6.12,6.30,7.00,7.23,7.67,7.91,8.02,8.20
03/12/1991,6.05,6.19,6.38,7.07,7.33,7.74,7.98,8.09,8.26
03/11/1991,6.08,6.21,6.37,7.05,7.30,7.71,7.94,8.06,8.23
03/08/1991,6.16,6.25,6.41,7.08,7.35,7.77,8.01,8.13,8.30
03/07/1991,6.27,6.36,6.50,7.12,7.34,7.73,7.97,8.07,8.23
03/06/1991,6.28,6.35,6.50,7.15,7.38,7.77,8.01,8.11,8.29
03/05/1991,6.25,6.32,6.48,7.13,7.35,7.73,7.98,8.08,8.25
03/04/1991,6.24,6.36,6.51,7.16,7.40,7.77,8.01,8.12,8.29
03/01/1991,6.27,6.38,6.52,7.18,7.41,7.78,8.00,8.12,8.28
02/28/1991,6.22,6.32,6.41,7.04,7.26,7.66,7.89,8.02,8.19
02/27/1991,6.21,6.28,6.36,7.02,7.25,7.64,7.87,7.98,8.15
02/26/1991,6.22,6.30,6.37,7.00,7.24,7.62,7.85,7.96,8.14
02/25/1991,6.16,6.25,6.33,6.99,7.20,7.57,7.79,7.91,8.05
02/22/1991,6.12,6.23,6.33,6.98,7.21,7.57,7.82,7.91,8.07
02/21/1991,6.09,6.17,6.29,6.90,7.13,7.51,7.77,7.88,8.04
02/20/1991,6.11,6.19,6.28,6.87,7.08,7.49,7.73,7.84,8.02
02/19/1991,6.13,6.20,6.30,6.87,7.07,7.46,7.70,7.80,7.99
02/15/1991,6.08,6.16,6.24,6.82,7.02,7.41,7.67,7.78,7.97
02/14/1991,6.02,6.10,6.19,6.77,6.98,7.38,7.67,7.80,7.99
02/13/1991,6.03,6.13,6.21,6.78,6.98,7.39,7.66,7.78,7.97
02/12/1991,6.02,6.13,6.18,6.78,6.97,7.39,7.66,7.78,7.96
02/11/1991,6.05,6.13,6.18,6.78,6.95,7.39,7.65,7.78,7.97
02/08/1991,6.09,6.15,6.21,6.80,6.99,7.40,7.66,7.77,7.95
02/07/1991,6.11,6.15,6.23,6.80,7.00,7.42,7.70,7.82,8.01
02/06/1991,6.08,6.14,6.22,6.82,6.99,7.40,7.68,7.79,8.02
02/05/1991,6.15,6.20,6.23,6.80,6.98,7.40,7.68,7.85,8.02
02/04/1991,6.15,6.23,6.24,6.82,7.07,7.43,7.72,7.88,8.05
02/01/1991,6.17,6.24,6.27,6.83,7.10,7.45,7.75,7.91,8.09
01/31/1991,6.37,6.49,6.51,7.05,7.30,7.62,7.89,8.03,8.21
01/30/1991,6.39,6.53,6.56,7.07,7.34,7.64,7.90,8.05,8.23
01/29/1991,6.41,6.55,6.59,7.10,7.35,7.64,7.90,8.03,8.20
01/28/1991,6.44,6.55,6.64,7.12,7.38,7.67,7.93,8.06,8.23
01/25/1991,6.35,6.52,6.61,7.10,7.36,7.67,7.93,8.06,8.24
01/24/1991,6.31,6.47,6.54,7.04,7.32,7.61,7.88,8.00,8.18
01/23/1991,6.32,6.49,6.59,7.08,7.36,7.67,7.91,8.04,8.21
01/22/1991,6.24,6.48,6.59,7.13,7.37,7.70,7.94,8.07,8.23
01/18/1991,6.24,6.51,6.61,7.14,7.38,7.68,7.92,8.03,8.17
01/17/1991,6.30,6.56,6.66,7.19,7.42,7.71,7.93,8.05,8.18
01/16/1991,6.22,6.46,6.61,7.21,7.47,7.83,8.09,8.24,8.40
01/15/1991,6.23,6.44,6.60,7.16,7.43,7.79,8.07,8.22,8.41
01/14/1991,6.24,6.47,6.60,7.18,7.44,7.82,8.09,8.23,8.41
01/11/1991,6.34,6.55,6.62,7.14,7.40,7.79,8.06,8.20,8.39
01/10/1991,6.40,6.57,6.64,7.14,7.39,7.76,8.02,8.16,8.37
01/09/1991,6.44,6.61,6.68,7.10,7.46,7.81,8.12,8.25,8.46
01/08/1991,6.64,6.74,6.75,7.15,7.39,7.74,8.06,8.16,8.37
01/07/1991,6.71,6.84,6.84,7.20,7.43,7.75,8.04,8.13,8.32
01/04/1991,6.73,6.82,6.83,7.17,7.37,7.65,7.94,8.02,8.20
01/03/1991,6.64,6.71,6.72,7.08,7.27,7.56,7.86,7.93,8.11
01/02/1991,6.66,6.73,6.74,7.08,7.30,7.59,7.90,7.97,8.14
